78,415
78,624
77,396
76,1533
78,1071
77,462
78,544
78,450
77,329
77,562
76,723
76,666
75,449
75,473
74,416
74,556
73,747
72,587
71,996
71,512
70,495
70,495
69,545
70,807
69,785
69,869
70,550
68,681
68,382
